2850.	0.008667
2850.05	0.005553
2850.1	0.005816
2850.15	0.005142
2850.2	0.001318
2850.25	0.003111
2850.3	0.002413
2850.35	-0.001778
2850.4	0.001166
2850.45	0.003116
2850.5	0.001322
2850.55	-0.001387
2850.6	0.002358
2850.65	-0.003554
2850.7	-0.006366
2850.75	-0.004092
2850.8	-0.010356
2850.85	-0.00692
2850.9	-0.000823
2850.95	-0.004706
2851.	-0.008917
2851.05	-0.00825
2851.1	-0.006417
2851.15	-0.009386
2851.2	-0.006064
2851.25	-0.004248
2851.3	-0.002742
2851.35	-0.006289
2851.4	-0.000229
2851.45	0.0088
2851.5	0.004391
2851.55	0.003778
2851.6	0.005328
2851.65	0.000249
2851.7	-0.000978
2851.75	-0.001123
2851.8	-0.004826
2851.85	-0.006848
2851.9	-0.000425
2851.95	0.005513
2852.	0.009081
2852.05	0.007402
2852.1	0.008646
2852.15	0.016187
2852.2	0.018942
2852.25	0.021006
2852.3	0.021769
2852.35	0.021919
2852.4	0.024927
2852.45	0.02546
2852.5	0.024529
2852.55	0.030443
2852.6	0.032101
2852.65	0.030842
2852.7	0.03383
2852.75	0.039566
2852.8	0.036096
2852.85	0.037309
2852.9	0.033981
2852.95	0.039111
2853.	0.041283
2853.05	0.038468
2853.1	0.03475
2853.15	0.027923
2853.2	0.031512
2853.25	0.034851
2853.3	0.036739
2853.35	0.035373
2853.4	0.03854
2853.45	0.040701
2853.5	0.033304
2853.55	0.031247
2853.6	0.027038
2853.65	0.034663
2853.7	0.035213
2853.75	0.028826
2853.8	0.026549
2853.85	0.025088
2853.9	0.025371
2853.95	0.023207
2854.	0.017408
2854.05	0.015922
2854.1	0.015726
2854.15	0.011638
2854.2	0.003513
2854.25	-0.001882
2854.3	-0.001197
2854.35	-0.004127
2854.4	-0.010171
2854.45	-0.01221
2854.5	-0.011144
2854.55	-0.017284
2854.6	-0.014572
2854.65	-0.016096
2854.7	-0.026246
2854.75	-0.039956
2854.8	-0.041246
2854.85	-0.040584
2854.9	-0.037996
2854.95	-0.034754
2855.	-0.038743
2855.05	-0.038237
2855.1	-0.035815
2855.15	-0.035076
2855.2	-0.038783
2855.25	-0.04355
2855.3	-0.039108
2855.35	-0.038071
2855.4	-0.037862
2855.45	-0.034279
2855.5	-0.031514
2855.55	-0.038839
2855.6	-0.040235
2855.65	-0.044115
2855.7	-0.045879
2855.75	-0.047037
2855.8	-0.048239
2855.85	-0.05625
2855.9	-0.062331
2855.95	-0.07324
2856.	-0.080495
2856.05	-0.080616
2856.1	-0.088705
2856.15	-0.104486
2856.2	-0.11025
2856.25	-0.110295
2856.3	-0.119656
2856.35	-0.131573
2856.4	-0.135036
2856.45	-0.146175
2856.5	-0.162814
2856.55	-0.166912
2856.6	-0.171088
2856.65	-0.179148
2856.7	-0.186817
2856.75	-0.197953
2856.8	-0.210943
2856.85	-0.217153
2856.9	-0.227535
2856.95	-0.236814
2857.	-0.245021
2857.05	-0.254024
2857.1	-0.263344
2857.15	-0.274877
2857.2	-0.281011
2857.25	-0.292122
2857.3	-0.29957
2857.35	-0.298848
2857.4	-0.305125
2857.45	-0.317428
2857.5	-0.320234
2857.55	-0.318866
2857.6	-0.324069
2857.65	-0.329898
2857.7	-0.332079
2857.75	-0.339718
2857.8	-0.346691
2857.85	-0.353785
2857.9	-0.359919
2857.95	-0.368567
2858.	-0.361705
2858.05	-0.362161
2858.1	-0.367373
2858.15	-0.379898
2858.201	-0.386873
